lan,lac,year,s,ss,emissions
Barnsley,E08000016,2040,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2040,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2040,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2040,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2041,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2041,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2041,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2041,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2042,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2042,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2042,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2042,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2043,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2043,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2043,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2043,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2044,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2044,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2044,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2044,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2045,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2045,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2045,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2045,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2046,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2046,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2046,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2046,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2047,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2047,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2047,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2047,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2048,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2048,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2048,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2048,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2049,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2049,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2049,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2049,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2050,Public Sector,Public Sector 'Other Fuels',0.115926947
Doncaster,E08000017,2050,Public Sector,Public Sector 'Other Fuels',0.19004411
Rotherham,E08000018,2050,Public Sector,Public Sector 'Other Fuels',0.096078148
Sheffield,E08000019,2050,Public Sector,Public Sector 'Other Fuels',0.165143718
Barnsley,E08000016,2020,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2020,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2020,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2020,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2021,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2021,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2021,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2021,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2022,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2022,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2022,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2022,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2023,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2023,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2023,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2023,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2024,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2024,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2024,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2024,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2025,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2025,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2025,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2025,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2026,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2026,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2026,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2026,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2027,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2027,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2027,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2027,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2028,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2028,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2028,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2028,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2029,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2029,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2029,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2029,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2030,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2030,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2030,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2030,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2031,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2031,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2031,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2031,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2032,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2032,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2032,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2032,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2033,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2033,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2033,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2033,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2034,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2034,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2034,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2034,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2035,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2035,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2035,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2035,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2036,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2036,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2036,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2036,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2037,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2037,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2037,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2037,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2038,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2038,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2038,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2038,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2039,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2039,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2039,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2039,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2040,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2040,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2040,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2040,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2041,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2041,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2041,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2041,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2042,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2042,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2042,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2042,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2043,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2043,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2043,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2043,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2044,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2044,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2044,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2044,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2045,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2045,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2045,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2045,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2046,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2046,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2046,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2046,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2047,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2047,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2047,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2047,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2048,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2048,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2048,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2048,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2049,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2049,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2049,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2049,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2050,Transport,Road Transport (A roads),144.1005253
Doncaster,E08000017,2050,Transport,Road Transport (A roads),193.9779158
Rotherham,E08000018,2050,Transport,Road Transport (A roads),141.084895
Sheffield,E08000019,2050,Transport,Road Transport (A roads),223.1395191
Barnsley,E08000016,2020,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2020,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2020,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2020,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2021,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2021,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2021,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2021,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2022,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2022,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2022,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2022,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2023,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2023,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2023,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2023,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2024,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2024,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2024,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2024,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2025,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2025,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2025,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2025,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2026,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2026,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2026,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2026,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2027,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2027,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2027,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2027,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2028,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2028,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2028,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2028,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2029,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2029,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2029,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2029,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2030,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2030,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2030,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2030,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2031,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2031,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2031,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2031,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2032,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2032,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2032,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2032,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2033,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2033,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2033,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2033,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2034,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2034,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2034,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2034,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2035,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2035,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2035,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2035,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2036,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2036,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2036,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2036,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2037,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2037,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2037,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2037,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2038,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2038,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2038,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2038,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2039,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2039,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2039,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2039,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2040,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2040,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2040,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2040,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2041,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2041,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2041,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2041,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2042,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2042,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2042,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2042,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2043,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2043,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2043,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2043,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2044,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2044,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2044,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2044,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2045,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2045,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2045,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2045,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2046,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2046,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2046,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2046,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2047,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2047,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2047,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2047,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2048,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2048,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2048,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2048,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2049,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2049,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2049,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2049,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2050,Transport,Road Transport (Motorways),145.4278037
Doncaster,E08000017,2050,Transport,Road Transport (Motorways),426.5938929
Rotherham,E08000018,2050,Transport,Road Transport (Motorways),269.2633885
Sheffield,E08000019,2050,Transport,Road Transport (Motorways),90.27407426
Barnsley,E08000016,2020,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2020,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2020,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2020,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2021,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2021,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2021,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2021,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2022,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2022,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2022,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2022,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2023,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2023,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2023,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2023,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2024,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2024,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2024,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2024,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2025,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2025,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2025,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2025,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2026,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2026,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2026,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2026,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2027,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2027,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2027,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2027,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2028,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2028,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2028,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2028,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2029,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2029,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2029,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2029,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2030,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2030,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2030,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2030,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2031,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2031,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2031,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2031,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2032,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2032,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2032,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2032,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2033,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2033,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2033,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2033,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2034,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2034,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2034,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2034,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2035,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2035,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2035,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2035,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2036,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2036,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2036,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2036,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2037,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2037,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2037,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2037,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2038,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2038,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2038,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2038,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2039,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2039,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2039,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2039,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2040,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2040,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2040,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2040,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2041,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2041,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2041,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2041,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2042,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2042,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2042,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2042,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2043,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2043,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2043,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2043,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2044,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2044,Transport,Road Transport (Minor roads),270.9313622
Rotherham,E08000018,2044,Transport,Road Transport (Minor roads),218.2524627
Sheffield,E08000019,2044,Transport,Road Transport (Minor roads),376.7183002
Barnsley,E08000016,2045,Transport,Road Transport (Minor roads),192.4582165
Doncaster,E08000017,2045,Transport,Road Transport (Minor roads),270.9313622
